user_id,deviceType,current_epoch_end,date,lite,CPE
54,0,2018-03-16 22:07:00,2018-03-16 00:00:00,f,1
54,1,2018-03-16 22:07:00,2018-03-16 00:00:00,f,1
54,0,2018-03-16 22:07:15,2018-03-16 00:00:00,f,15
54,0,2018-03-16 22:07:30,2018-03-16 00:00:00,f,28
54,0,2018-03-16 22:07:45,2018-03-16 00:00:00,f,4
54,0,2018-03-16 22:08:15,2018-03-16 00:00:00,f,3
54,0,2018-03-16 22:08:30,2018-03-16 00:00:00,f,11
54,0,2018-03-16 22:16:45,2018-03-16 00:00:00,f,4
54,0,2018-03-16 22:17:00,2018-03-16 00:00:00,f,6
54,0,2018-03-16 22:36:15,2018-03-16 00:00:00,f,1
