"id","appID","day","data","rewarded","user_id","lite"
"702","24","2018-05-18","{""type"":""break"",""breakCountPref"":2,""breakCount"":3}","t","41","f"
"703","131","2018-05-17","{""type"":""break"",""breakCountPref"":0,""breakCount"":1}","t","52","f"
"704","132","2018-05-17","{""type"":""break"",""breakCountPref"":0,""breakCount"":1}","t","52","f"
"705","133","2018-05-18","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"706","134","2018-05-18","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"707","135","2018-05-19","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"708","136","2018-05-19","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"709","137","2018-05-20","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"710","138","2018-05-20","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"711","139","2018-05-21","{""type"":""break"",""breakCountPref"":0,""breakCount"":7}","t","52","f"
"712","140","2018-05-21","{""type"":""break"",""breakCountPref"":0,""breakCount"":7}","t","52","f"
"713","141","2018-05-22","{""type"":""break"",""breakCountPref"":0,""breakCount"":2}","t","52","f"
"714","142","2018-05-23","{""type"":""break"",""breakCountPref"":0,""breakCount"":3}","t","52","f"
"715","143","2018-05-24","{""type"":""break"",""breakCountPref"":0,""breakCount"":4}","t","52","f"
"716","144","2018-05-25","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"717","145","2018-05-26","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"718","146","2018-05-27","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"719","147","2018-05-28","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"720","148","2018-05-29","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"721","149","2018-05-30","{""type"":""break"",""breakCountPref"":0,""breakCount"":3}","t","52","f"
"722","150","2018-05-30","{""type"":""break"",""breakCountPref"":0,""breakCount"":3}","t","52","f"
"723","151","2018-05-31","{""type"":""break"",""breakCountPref"":0,""breakCount"":2}","t","52","f"
"724","152","2018-06-01","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"725","153","2018-06-02","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"726","154","2018-06-03","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"727","155","2018-06-03","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"728","156","2018-06-04","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"729","157","2018-06-04","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"730","158","2018-06-05","{""type"":""break"",""breakCountPref"":0,""breakCount"":3}","t","52","f"
"731","159","2018-06-05","{""type"":""break"",""breakCountPref"":0,""breakCount"":3}","t","52","f"
"732","160","2018-06-06","{""type"":""break"",""breakCountPref"":0,""breakCount"":3}","t","52","f"
"733","161","2018-06-06","{""type"":""break"",""breakCountPref"":0,""breakCount"":3}","t","52","f"
"734","162","2018-06-07","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"735","163","2018-06-08","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"736","164","2018-06-07","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"737","165","2018-06-09","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"738","166","2018-06-09","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"739","167","2018-06-10","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"740","168","2018-06-10","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"741","169","2018-06-11","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"742","170","2018-06-11","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"743","171","2018-06-12","{""type"":""break"",""breakCountPref"":0,""breakCount"":3}","t","52","f"
"744","172","2018-06-12","{""type"":""break"",""breakCountPref"":0,""breakCount"":3}","t","52","f"
"745","173","2018-06-13","{""type"":""break"",""breakCountPref"":0,""breakCount"":1}","t","52","f"
"746","174","2018-06-13","{""type"":""break"",""breakCountPref"":0,""breakCount"":1}","t","52","f"
"747","175","2018-06-14","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"748","176","2018-06-14","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"749","177","2018-06-15","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"750","178","2018-06-15","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"751","179","2018-06-16","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"752","180","2018-06-16","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"753","181","2018-06-17","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"754","182","2018-06-17","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"755","183","2018-06-18","{""type"":""break"",""breakCountPref"":0,""breakCount"":3}","t","52","f"
"756","184","2018-06-19","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"757","185","2018-06-18","{""type"":""break"",""breakCountPref"":0,""breakCount"":3}","t","52","f"
"758","186","2018-06-20","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"759","187","2018-06-20","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"760","188","2018-06-21","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"761","189","2018-06-22","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"762","190","2018-06-23","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"763","191","2018-06-24","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"764","192","2018-06-25","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"765","193","2018-06-26","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"766","194","2018-06-27","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"767","195","2018-06-28","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"768","196","2018-06-29","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"769","197","2018-06-30","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"770","198","2018-07-01","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"771","199","2018-07-02","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"772","200","2018-07-03","{""type"":""break"",""breakCountPref"":0,""breakCount"":4}","t","52","f"
"773","201","2018-07-04","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"774","202","2018-07-05","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"775","203","2018-07-06","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"776","204","2018-07-07","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"777","205","2018-07-08","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"778","206","2018-07-09","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"779","207","2018-07-10","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"780","208","2018-07-11","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"781","209","2018-07-12","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"782","210","2018-07-13","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"783","211","2018-07-14","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"784","212","2018-07-15","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"785","213","2018-07-16","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"786","214","2018-07-17","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
"787","215","2018-07-18","{""type"":""break"",""breakCountPref"":0,""breakCount"":0}","t","52","f"
